"","days","Name","Past","Pres","Fcast"
"6190",2019-03-08,"Lynchburg",11.367,11.657,13.622
"6191",2019-03-08,"Madison",4.819,5.857,7.629
"6192",2019-03-08,"Marquette",4.201,2.624,2.414
"6193",2019-03-08,"Memphis",13.987,15.211,16.795
"6194",2019-03-08,"Meridian",16.11,16.672,19.357
"6195",2019-03-08,"MiddletownHarrisburg",9.171,9.832,11.87
"6196",2019-03-08,"Milwaukee",5.489,6.85,9
"6197",2019-03-08,"Minneapolis",3.584,5.237,7.724
"6198",2019-03-08,"Mobile",18.456,19.027,22.197
"6199",2019-03-08,"Moline",6.557,7.707,9.356
"6200",2019-03-08,"Montgomery",16.638,17.451,19.812
"6201",2019-03-08,"Nashville",12.704,13.6,15.667
"6202",2019-03-08,"NewYork",10.141,10.875,12.527
"6203",2019-03-08,"NorfolkVA",13.179,14.378,16.928
"6204",2019-03-08,"NorthPlatte",6.198,7.04,8.03
"6205",2019-03-08,"Oklahoma",12.785,13.742,14.174
"6206",2019-03-08,"Omaha",7.111,7.899,8.925
"6207",2019-03-08,"Pensacola",18.878,19.691,22.277
"6208",2019-03-08,"Philadelphia",9.84,11.261,13.194
"6209",2019-03-08,"Phoenix",19.315,22.278,24.062
"6210",2019-03-08,"Pittsburgh",8.074,8.813,10.762
"6211",2019-03-08,"PortlandME",5.293,6.517,9.233
"6212",2019-03-08,"Raleigh",13.144,14.31,16.217
"6213",2019-03-08,"RochesterNY",6.585,7.392,9.406
"6214",2019-03-08,"Roswell",12.961,14.495,17.779
"6215",2019-03-08,"Sacramento",15.634,16.927,19.005
"6216",2019-03-08,"SaltLakeCity",7.896,9.11,12.391
"6217",2019-03-08,"SanAntonio",18.993,19.903,22.066
"6218",2019-03-08,"SaultSteMarie",2.744,3.977,7.266
"6219",2019-03-08,"Savannah",17.403,18.563,21.816
"6220",2019-03-08,"Seattle",10.694,11.716,14.115
"6221",2019-03-08,"Shreveport",16.878,17.54,19.405
"6222",2019-03-08,"SiouxFalls",3.88,5.107,6.894
"6223",2019-03-08,"Spokane",6.641,7.33,9.152
"6224",2019-03-08,"Springfield",8.436,9.306,10.982
"6225",2019-03-08,"SpringfieldMO",10.619,11.371,13.159
"6226",2019-03-08,"Tampa",22.051,23.573,26.714
"6227",2019-03-08,"Topeka",9.098,10.37,11.901
"6228",2019-03-08,"Valentine",5.289,6.529,8.826
"6229",2019-03-08,"WashingtonDC",11.545,12.677,15.703
"6230",2019-03-08,"Williston",1.909,2.656,3.733
"6231",2019-03-08,"Winnemucca",7.204,7.768,10.1
"6232",2019-03-09,"Abilene",16.03,16.538,18.271
"6233",2019-03-09,"Albany",6.014,7.243,9.356
"6234",2019-03-09,"Albuquerque",11.384,12.502,14.616
"6235",2019-03-09,"Amarillo",11.839,12.593,13.621
"6236",2019-03-09,"Atlanta",14.58,15.914,18.628
"6237",2019-03-09,"Augusta",15.746,16.589,19.442
"6238",2019-03-09,"Baltimore",10.371,11.168,13.208
"6239",2019-03-09,"Bismarck",1.889,3.453,5.002
"6240",2019-03-09,"Boise",8.304,9.398,11.685
"6241",2019-03-09,"Boston",8.563,9.202,11.338
"6242",2019-03-09,"CedarRapids",5.852,6.215,7.318
"6243",2019-03-09,"Charlotte",13.9,14.446,17.152
"6244",2019-03-09,"Chattanooga",13.278,14.71,17.375
"6245",2019-03-09,"Cheyenne",6.173,6.778,8.722
"6246",2019-03-09,"Chicago",7.676,7.634,9.576
"6247",2019-03-09,"ColoradoSprings",7.562,8.528,10.585
"6248",2019-03-09,"ColumbiaSC",15.608,16.61,19.737
"6249",2019-03-09,"ColumbusOH",8.64,9.701,11.998
"6250",2019-03-09,"Concord",5.424,6.167,8.867
"6251",2019-03-09,"Concordia",8.772,9.489,10.994
"6252",2019-03-09,"CorpusChristi",21.361,22.21,24.07
"6253",2019-03-09,"DallasFortWorth",16.702,17.46,18.83
"6254",2019-03-09,"Denver",8.088,8.44,8.945
"6255",2019-03-09,"DesMoines",6.229,7.809,9.809
"6256",2019-03-09,"Detroit",7.437,7.992,10.493
"6257",2019-03-09,"DodgeCity",9.831,10.592,11.549
"6258",2019-03-09,"Dubuque",5.044,5.749,6.933
"6259",2019-03-09,"Duluth",1.171,2.525,5.053
"6260",2019-03-09,"EauClaire",2.92,4.344,5.722
"6261",2019-03-09,"Erie",7.35,8.182,10.879
"6262",2019-03-09,"Eureka",13.068,13.346,14.204
"6263",2019-03-09,"Evansville",10.534,11.412,13.031
"6264",2019-03-09,"Fargo",1.506,2.956,4.495
"6265",2019-03-09,"Flagstaff",6.387,7.417,9.308
"6266",2019-03-09,"FortSmith",13.684,14.632,16.268
"6267",2019-03-09,"Fresno",15.241,17.099,20.523
"6268",2019-03-09,"GrandJunction",8.261,8.47,10.554
"6269",2019-03-09,"GrandRapids",6.361,7.236,9.581
"6270",2019-03-09,"GreenBay",3.854,5.173,7.819
"6271",2019-03-09,"Havre",2.887,3.79,4.266
"6272",2019-03-09,"Helena",4.105,5.58,7.712
"6273",2019-03-09,"Houston",20.178,20.206,22.529
"6274",2019-03-09,"Huron",3.417,4.674,5.657
"6275",2019-03-09,"Indianapolis",8.561,9.51,11.512
"6276",2019-03-09,"Jacksonville",20.015,19.936,22.412
"6277",2019-03-09,"KansasCity",10.269,9.98,10.12
"6278",2019-03-09,"LaCrosse",4.718,5.914,8.562
"6279",2019-03-09,"Lander",4.758,5.322,6.835
"6280",2019-03-09,"Lansing",6.34,6.933,10.004
"6281",2019-03-09,"LosAngeles",19.066,19.84,21.022
"6282",2019-03-09,"Louisville",10.964,12.361,14.661
"6283",2019-03-09,"Lynchburg",11.419,11.71,13.678
"6284",2019-03-09,"Madison",4.857,5.894,7.667
"6285",2019-03-09,"Marquette",4.224,2.648,2.439
"6286",2019-03-09,"Memphis",14.057,15.281,16.871
"6287",2019-03-09,"Meridian",16.176,16.737,19.427
"6288",2019-03-09,"MiddletownHarrisburg",9.22,9.882,11.922
"6289",2019-03-09,"Milwaukee",5.526,6.887,9.038
"6290",2019-03-09,"Minneapolis",3.623,5.275,7.762
"6291",2019-03-09,"Mobile",18.522,19.091,22.265
"6292",2019-03-09,"Moline",6.606,7.754,9.405
"6293",2019-03-09,"Montgomery",16.707,17.519,19.884
"6294",2019-03-09,"Nashville",12.768,13.663,15.735
"6295",2019-03-09,"NewYork",10.191,10.926,12.578
"6296",2019-03-09,"NorfolkVA",13.239,14.438,16.99
"6297",2019-03-09,"NorthPlatte",6.242,7.083,8.075
"6298",2019-03-09,"Oklahoma",12.855,13.809,14.245
"6299",2019-03-09,"Omaha",7.165,7.951,8.98
"6300",2019-03-09,"Pensacola",18.944,19.755,22.345
"6301",2019-03-09,"Philadelphia",9.894,11.316,13.25
"6302",2019-03-09,"Phoenix",19.409,22.373,24.161
"6303",2019-03-09,"Pittsburgh",8.119,8.859,10.809
"6304",2019-03-09,"PortlandME",5.324,6.549,9.265
"6305",2019-03-09,"Raleigh",13.203,14.371,16.28
"6306",2019-03-09,"RochesterNY",6.623,7.43,9.443
"6307",2019-03-09,"Roswell",13.026,14.559,17.846
"6308",2019-03-09,"Sacramento",15.683,16.975,19.058
"6309",2019-03-09,"SaltLakeCity",7.946,9.162,12.444
"6310",2019-03-09,"SanAntonio",19.068,19.978,22.146
"6311",2019-03-09,"SaultSteMarie",2.765,3.999,7.288
"6312",2019-03-09,"Savannah",17.47,18.629,21.886
"6313",2019-03-09,"Seattle",10.721,11.744,14.144
"6314",2019-03-09,"Shreveport",16.949,17.612,19.481
"6315",2019-03-09,"SiouxFalls",3.921,5.146,6.935
"6316",2019-03-09,"Spokane",6.676,7.365,9.189
"6317",2019-03-09,"Springfield",8.491,9.36,11.039
"6318",2019-03-09,"SpringfieldMO",10.677,11.428,13.221
"6319",2019-03-09,"Tampa",22.109,23.63,26.775
"6320",2019-03-09,"Topeka",9.159,10.429,11.964
"6321",2019-03-09,"Valentine",5.331,6.57,8.869
"6322",2019-03-09,"WashingtonDC",11.602,12.735,15.761
"6323",2019-03-09,"Williston",1.938,2.684,3.762
"6324",2019-03-09,"Winnemucca",7.241,7.806,10.139
"6325",2019-03-10,"Abilene",16.106,16.612,18.35
"6326",2019-03-10,"Albany",6.056,7.284,9.397
"6327",2019-03-10,"Albuquerque",11.442,12.558,14.675
"6328",2019-03-10,"Amarillo",11.899,12.651,13.683
"6329",2019-03-10,"Atlanta",14.642,15.976,18.693
"6330",2019-03-10,"Augusta",15.813,16.656,19.512
"6331",2019-03-10,"Baltimore",10.428,11.225,13.266
"6332",2019-03-10,"Bismarck",1.922,3.484,5.033
"6333",2019-03-10,"Boise",8.35,9.446,11.736
"6334",2019-03-10,"Boston",8.606,9.246,11.382
"6335",2019-03-10,"CedarRapids",5.9,6.261,7.365
"6336",2019-03-10,"Charlotte",13.961,14.508,17.216
"6337",2019-03-10,"Chattanooga",13.342,14.773,17.443
"6338",2019-03-10,"Cheyenne",6.203,6.809,8.754
"6339",2019-03-10,"Chicago",7.723,7.681,9.625
"6340",2019-03-10,"ColoradoSprings",7.599,8.565,10.625
"6341",2019-03-10,"ColumbiaSC",15.676,16.678,19.809
"6342",2019-03-10,"ColumbusOH",8.69,9.752,12.051
"6343",2019-03-10,"Concord",5.46,6.202,8.904
"6344",2019-03-10,"Concordia",8.832,9.547,11.058
"6345",2019-03-10,"CorpusChristi",21.43,22.279,24.14
"6346",2019-03-10,"DallasFortWorth",16.784,17.54,18.916
"6347",2019-03-10,"Denver",8.131,8.484,8.991
"6348",2019-03-10,"DesMoines",6.282,7.86,9.862
"6349",2019-03-10,"Detroit",7.48,8.036,10.538
"6350",2019-03-10,"DodgeCity",9.892,10.65,11.612
"6351",2019-03-10,"Dubuque",5.087,5.792,6.977
"6352",2019-03-10,"Duluth",1.194,2.548,5.077
"6353",2019-03-10,"EauClaire",2.958,4.38,5.76
"6354",2019-03-10,"Erie",7.39,8.224,10.921
"6355",2019-03-10,"Eureka",13.08,13.359,14.219
"6356",2019-03-10,"Evansville",10.595,11.473,13.096
"6357",2019-03-10,"Fargo",1.538,2.986,4.526
"6358",2019-03-10,"Flagstaff",6.414,7.445,9.337
"6359",2019-03-10,"FortSmith",13.756,14.704,16.345
"6360",2019-03-10,"Fresno",15.307,17.165,20.592
"6361",2019-03-10,"GrandJunction",8.318,8.528,10.613
"6362",2019-03-10,"GrandRapids",6.402,7.277,9.623
"6363",2019-03-10,"GreenBay",3.89,5.207,7.854
"6364",2019-03-10,"Havre",2.921,3.822,4.298
"6365",2019-03-10,"Helena",4.137,5.612,7.746
"6366",2019-03-10,"Houston",20.248,20.28,22.605
"6367",2019-03-10,"Huron",3.459,4.714,5.698
"6368",2019-03-10,"Indianapolis",8.614,9.564,11.568
"6369",2019-03-10,"Jacksonville",20.08,20.001,22.482
"6370",2019-03-10,"KansasCity",10.332,10.042,10.187
"6371",2019-03-10,"LaCrosse",4.761,5.957,8.606
"6372",2019-03-10,"Lander",4.79,5.354,6.87
"6373",2019-03-10,"Lansing",6.377,6.97,10.043
"6374",2019-03-10,"LosAngeles",19.102,19.874,21.059
"6375",2019-03-10,"Louisville",11.025,12.424,14.727
"6376",2019-03-10,"Lynchburg",11.474,11.766,13.736
"6377",2019-03-10,"Madison",4.896,5.933,7.707
"6378",2019-03-10,"Marquette",4.248,2.674,2.464
"6379",2019-03-10,"Memphis",14.129,15.352,16.949
"6380",2019-03-10,"Meridian",16.244,16.804,19.5
"6381",2019-03-10,"MiddletownHarrisburg",9.272,9.935,11.976
"6382",2019-03-10,"Milwaukee",5.565,6.925,9.077
"6383",2019-03-10,"Minneapolis",3.665,5.315,7.803
"6384",2019-03-10,"Mobile",18.589,19.157,22.335
"6385",2019-03-10,"Moline",6.657,7.804,9.457
"6386",2019-03-10,"Montgomery",16.777,17.59,19.957
"6387",2019-03-10,"Nashville",12.833,13.728,15.804
"6388",2019-03-10,"NewYork",10.243,10.978,12.63
"6389",2019-03-10,"NorfolkVA",13.299,14.5,17.053
"6390",2019-03-10,"NorthPlatte",6.288,7.128,8.123
"6391",2019-03-10,"Oklahoma",12.927,13.877,14.319
"6392",2019-03-10,"Omaha",7.22,8.005,9.036
"6393",2019-03-10,"Pensacola",19.01,19.821,22.415
"6394",2019-03-10,"Philadelphia",9.949,11.372,13.308
"6395",2019-03-10,"Phoenix",19.505,22.471,24.263
"6396",2019-03-10,"Pittsburgh",8.166,8.907,10.858
"6397",2019-03-10,"PortlandME",5.358,6.582,9.298
"6398",2019-03-10,"Raleigh",13.263,14.433,16.345
"6399",2019-03-10,"RochesterNY",6.662,7.469,9.483
"6400",2019-03-10,"Roswell",13.093,14.624,17.915
"6401",2019-03-10,"Sacramento",15.734,17.025,19.112
"6402",2019-03-10,"SaltLakeCity",7.999,9.217,12.499
"6403",2019-03-10,"SanAntonio",19.144,20.053,22.227
"6404",2019-03-10,"SaultSteMarie",2.787,4.022,7.31
"6405",2019-03-10,"Savannah",17.538,18.697,21.957
"6406",2019-03-10,"Seattle",10.748,11.772,14.175
"6407",2019-03-10,"Shreveport",17.022,17.686,19.56
"6408",2019-03-10,"SiouxFalls",3.965,5.187,6.978
"6409",2019-03-10,"Spokane",6.713,7.402,9.228
"6410",2019-03-10,"Springfield",8.547,9.415,11.098
"6411",2019-03-10,"SpringfieldMO",10.736,11.487,13.285
"6412",2019-03-10,"Tampa",22.169,23.688,26.836
"6413",2019-03-10,"Topeka",9.222,10.489,12.029
"6414",2019-03-10,"Valentine",5.375,6.612,8.914
"6415",2019-03-10,"WashingtonDC",11.661,12.795,15.822
"6416",2019-03-10,"Williston",1.97,2.714,3.793
"6417",2019-03-10,"Winnemucca",7.279,7.846,10.18
"6418",2019-03-11,"Abilene",16.184,16.687,18.431
"6419",2019-03-11,"Albany",6.1,7.327,9.44
"6420",2019-03-11,"Albuquerque",11.501,12.616,14.735
"6421",2019-03-11,"Amarillo",11.961,12.71,13.747
"6422",2019-03-11,"Atlanta",14.706,16.04,18.76
"6423",2019-03-11,"Augusta",15.882,16.725,19.584
"6424",2019-03-11,"Baltimore",10.486,11.284,13.327
"6425",2019-03-11,"Bismarck",1.957,3.517,5.065
"6426",2019-03-11,"Boise",8.398,9.496,11.789
"6427",2019-03-11,"Boston",8.652,9.292,11.428
"6428",2019-03-11,"CedarRapids",5.949,6.309,7.415
"6429",2019-03-11,"Charlotte",14.024,14.572,17.282
"6430",2019-03-11,"Chattanooga",13.408,14.839,17.514
"6431",2019-03-11,"Cheyenne",6.235,6.841,8.787
"6432",2019-03-11,"Chicago",7.773,7.731,9.675
"6433",2019-03-11,"ColoradoSprings",7.638,8.603,10.667
"6434",2019-03-11,"ColumbiaSC",15.746,16.748,19.883
"6435",2019-03-11,"ColumbusOH",8.742,9.805,12.106
"6436",2019-03-11,"Concord",5.497,6.24,8.942
"6437",2019-03-11,"Concordia",8.895,9.608,11.123
"6438",2019-03-11,"CorpusChristi",21.501,22.349,24.212
"6439",2019-03-11,"DallasFortWorth",16.867,17.622,19.004
"6440",2019-03-11,"Denver",8.175,8.53,9.039
"6441",2019-03-11,"DesMoines",6.337,7.913,9.918
"6442",2019-03-11,"Detroit",7.524,8.082,10.584
"6443",2019-03-11,"DodgeCity",9.955,10.71,11.676
"6444",2019-03-11,"Dubuque",5.133,5.837,7.024
"6445",2019-03-11,"Duluth",1.22,2.573,5.102
"6446",2019-03-11,"EauClaire",2.998,4.419,5.8
"6447",2019-03-11,"Erie",7.432,8.267,10.964
"6448",2019-03-11,"Eureka",13.093,13.374,14.235
"6449",2019-03-11,"Evansville",10.659,11.536,13.162
"6450",2019-03-11,"Fargo",1.571,3.018,4.558
"6451",2019-03-11,"Flagstaff",6.444,7.473,9.366
"6452",2019-03-11,"FortSmith",13.831,14.777,16.424
"6453",2019-03-11,"Fresno",15.374,17.232,20.662
"6454",2019-03-11,"GrandJunction",8.378,8.589,10.673
"6455",2019-03-11,"GrandRapids",6.444,7.32,9.666
"6456",2019-03-11,"GreenBay",3.927,5.244,7.891
"6457",2019-03-11,"Havre",2.957,3.856,4.332
"6458",2019-03-11,"Helena",4.171,5.646,7.781
"6459",2019-03-11,"Houston",20.318,20.354,22.683
"6460",2019-03-11,"Huron",3.504,4.755,5.741
"6461",2019-03-11,"Indianapolis",8.668,9.619,11.625
"6462",2019-03-11,"Jacksonville",20.146,20.067,22.553
"6463",2019-03-11,"KansasCity",10.398,10.105,10.256
"6464",2019-03-11,"LaCrosse",4.806,6.002,8.652
"6465",2019-03-11,"Lander",4.824,5.388,6.906
"6466",2019-03-11,"Lansing",6.416,7.009,10.082
"6467",2019-03-11,"LosAngeles",19.139,19.908,21.098
"6468",2019-03-11,"Louisville",11.087,12.488,14.794
"6469",2019-03-11,"Lynchburg",11.53,11.822,13.795
"6470",2019-03-11,"Madison",4.937,5.973,7.748
"6471",2019-03-11,"Marquette",4.274,2.702,2.492
"6472",2019-03-11,"Memphis",14.203,15.425,17.028
"6473",2019-03-11,"Meridian",16.313,16.872,19.573
"6474",2019-03-11,"MiddletownHarrisburg",9.325,9.989,12.031
"6475",2019-03-11,"Milwaukee",5.605,6.966,9.118
"6476",2019-03-11,"Minneapolis",3.708,5.357,7.845
"6477",2019-03-11,"Mobile",18.658,19.224,22.406
"6478",2019-03-11,"Moline",6.71,7.855,9.511
"6479",2019-03-11,"Montgomery",16.848,17.661,20.032
"6480",2019-03-11,"Nashville",12.9,13.795,15.875
"6481",2019-03-11,"NewYork",10.297,11.032,12.684
"6482",2019-03-11,"NorfolkVA",13.362,14.563,17.119
"6483",2019-03-11,"NorthPlatte",6.336,7.175,8.172
"6484",2019-03-11,"Oklahoma",13,13.948,14.394
"6485",2019-03-11,"Omaha",7.278,8.06,9.095
"6486",2019-03-11,"Pensacola",19.078,19.887,22.485
"6487",2019-03-11,"Philadelphia",10.006,11.43,13.368
"6488",2019-03-11,"Phoenix",19.603,22.569,24.365
"6489",2019-03-11,"Pittsburgh",8.215,8.957,10.909
"6490",2019-03-11,"PortlandME",5.393,6.618,9.333
"6491",2019-03-11,"Raleigh",13.324,14.496,16.412
"6492",2019-03-11,"RochesterNY",6.703,7.51,9.524
"6493",2019-03-11,"Roswell",13.161,14.692,17.986
"6494",2019-03-11,"Sacramento",15.786,17.075,19.168
"6495",2019-03-11,"SaltLakeCity",8.053,9.273,12.555
"6496",2019-03-11,"SanAntonio",19.222,20.131,22.31
"6497",2019-03-11,"SaultSteMarie",2.812,4.047,7.335
"6498",2019-03-11,"Savannah",17.607,18.766,22.03
"6499",2019-03-11,"Seattle",10.777,11.801,14.207
"6500",2019-03-11,"Shreveport",17.097,17.761,19.64
"6501",2019-03-11,"SiouxFalls",4.011,5.23,7.024
"6502",2019-03-11,"Spokane",6.751,7.44,9.269
"6503",2019-03-11,"Springfield",8.605,9.472,11.158
"6504",2019-03-11,"SpringfieldMO",10.797,11.548,13.351
"6505",2019-03-11,"Tampa",22.23,23.747,26.899
"6506",2019-03-11,"Topeka",9.287,10.552,12.096
"6507",2019-03-11,"Valentine",5.42,6.656,8.961
"6508",2019-03-11,"WashingtonDC",11.721,12.856,15.884
"6509",2019-03-11,"Williston",2.003,2.745,3.825
"6510",2019-03-11,"Winnemucca",7.318,7.887,10.222
"6511",2019-03-12,"Abilene",16.264,16.764,18.514
"6512",2019-03-12,"Albany",6.146,7.372,9.485
"6513",2019-03-12,"Albuquerque",11.562,12.675,14.797
"6514",2019-03-12,"Amarillo",12.024,12.771,13.813
"6515",2019-03-12,"Atlanta",14.771,16.105,18.829
"6516",2019-03-12,"Augusta",15.952,16.796,19.658
"6517",2019-03-12,"Baltimore",10.547,11.344,13.389
"6518",2019-03-12,"Bismarck",1.994,3.552,5.1
"6519",2019-03-12,"Boise",8.448,9.548,11.844
"6520",2019-03-12,"Boston",8.698,9.339,11.475
"6521",2019-03-12,"CedarRapids",6.001,6.359,7.466
"6522",2019-03-12,"Charlotte",14.089,14.637,17.349
"6523",2019-03-12,"Chattanooga",13.475,14.906,17.586
"6524",2019-03-12,"Cheyenne",6.268,6.874,8.822
"6525",2019-03-12,"Chicago",7.824,7.781,9.728
"6526",2019-03-12,"ColoradoSprings",7.678,8.642,10.71
"6527",2019-03-12,"ColumbiaSC",15.817,16.819,19.959
"6528",2019-03-12,"ColumbusOH",8.796,9.86,12.163
"6529",2019-03-12,"Concord",5.535,6.278,8.981
"6530",2019-03-12,"Concordia",8.959,9.67,11.191
"6531",2019-03-12,"CorpusChristi",21.572,22.42,24.284
"6532",2019-03-12,"DallasFortWorth",16.953,17.705,19.094
"6533",2019-03-12,"Denver",8.221,8.578,9.089
"6534",2019-03-12,"DesMoines",6.394,7.967,9.976
"6535",2019-03-12,"Detroit",7.571,8.13,10.632
"6536",2019-03-12,"DodgeCity",10.02,10.773,11.742
"6537",2019-03-12,"Dubuque",5.18,5.884,7.072
"6538",2019-03-12,"Duluth",1.247,2.599,5.128
"6539",2019-03-12,"EauClaire",3.04,4.459,5.841
"6540",2019-03-12,"Erie",7.475,8.311,11.009
"6541",2019-03-12,"Eureka",13.105,13.388,14.252
"6542",2019-03-12,"Evansville",10.724,11.6,13.23
"6543",2019-03-12,"Fargo",1.607,3.051,4.592
"6544",2019-03-12,"Flagstaff",6.474,7.503,9.398
"6545",2019-03-12,"FortSmith",13.907,14.852,16.505
"6546",2019-03-12,"Fresno",15.442,17.3,20.733
"6547",2019-03-12,"GrandJunction",8.439,8.651,10.735
"6548",2019-03-12,"GrandRapids",6.488,7.364,9.711
"6549",2019-03-12,"GreenBay",3.965,5.282,7.93
"6550",2019-03-12,"Havre",2.995,3.891,4.368
"6551",2019-03-12,"Helena",4.206,5.682,7.819
"6552",2019-03-12,"Houston",20.39,20.43,22.762
"6553",2019-03-12,"Huron",3.55,4.799,5.787
"6554",2019-03-12,"Indianapolis",8.725,9.676,11.685
"6555",2019-03-12,"Jacksonville",20.214,20.134,22.625
"6556",2019-03-12,"KansasCity",10.465,10.169,10.327
"6557",2019-03-12,"LaCrosse",4.853,6.049,8.7
"6558",2019-03-12,"Lander",4.86,5.423,6.944
"6559",2019-03-12,"Lansing",6.456,7.05,10.124
"6560",2019-03-12,"LosAngeles",19.177,19.943,21.137
"6561",2019-03-12,"Louisville",11.151,12.555,14.863
"6562",2019-03-12,"Lynchburg",11.587,11.88,13.856
"6563",2019-03-12,"Madison",4.98,6.016,7.791
"6564",2019-03-12,"Marquette",4.301,2.732,2.521
"6565",2019-03-12,"Memphis",14.278,15.499,17.109
"6566",2019-03-12,"Meridian",16.383,16.942,19.649
"6567",2019-03-12,"MiddletownHarrisburg",9.379,10.045,12.088
"6568",2019-03-12,"Milwaukee",5.648,7.007,9.16
"6569",2019-03-12,"Minneapolis",3.753,5.401,7.889
"6570",2019-03-12,"Mobile",18.728,19.292,22.478
"6571",2019-03-12,"Moline",6.765,7.908,9.567
"6572",2019-03-12,"Montgomery",16.921,17.734,20.109
"6573",2019-03-12,"Nashville",12.969,13.863,15.948
"6574",2019-03-12,"NewYork",10.353,11.088,12.739
"6575",2019-03-12,"NorfolkVA",13.425,14.628,17.185
"6576",2019-03-12,"NorthPlatte",6.386,7.224,8.223
"6577",2019-03-12,"Oklahoma",13.075,14.019,14.471
"6578",2019-03-12,"Omaha",7.338,8.118,9.156
"6579",2019-03-12,"Pensacola",19.147,19.955,22.557
"6580",2019-03-12,"Philadelphia",10.064,11.49,13.429
"6581",2019-03-12,"Phoenix",19.702,22.67,24.47
"6582",2019-03-12,"Pittsburgh",8.265,9.009,10.962
"6583",2019-03-12,"PortlandME",5.429,6.654,9.369
"6584",2019-03-12,"Raleigh",13.387,14.561,16.48
"6585",2019-03-12,"RochesterNY",6.745,7.553,9.567
"6586",2019-03-12,"Roswell",13.231,14.761,18.058
"6587",2019-03-12,"Sacramento",15.839,17.127,19.225
"6588",2019-03-12,"SaltLakeCity",8.108,9.332,12.614
"6589",2019-03-12,"SanAntonio",19.301,20.209,22.395
"6590",2019-03-12,"SaultSteMarie",2.837,4.073,7.361
"6591",2019-03-12,"Savannah",17.677,18.836,22.104
"6592",2019-03-12,"Seattle",10.806,11.832,14.24
"6593",2019-03-12,"Shreveport",17.173,17.837,19.722
"6594",2019-03-12,"SiouxFalls",4.059,5.275,7.071
"6595",2019-03-12,"Spokane",6.791,7.48,9.311
"6596",2019-03-12,"Springfield",8.665,9.531,11.221
"6597",2019-03-12,"SpringfieldMO",10.86,11.611,13.419
"6598",2019-03-12,"Tampa",22.292,23.807,26.962
"6599",2019-03-12,"Topeka",9.353,10.616,12.165
"6600",2019-03-12,"Valentine",5.468,6.702,9.01
"6601",2019-03-12,"WashingtonDC",11.783,12.919,15.948
"6602",2019-03-12,"Williston",2.039,2.779,3.86
"6603",2019-03-12,"Winnemucca",7.36,7.93,10.267
"6604",2019-03-13,"Abilene",16.345,16.842,18.599
"6605",2019-03-13,"Albany",6.193,7.418,9.531
"6606",2019-03-13,"Albuquerque",11.625,12.736,14.861
"6607",2019-03-13,"Amarillo",12.089,12.833,13.88
"6608",2019-03-13,"Atlanta",14.838,16.171,18.899
"6609",2019-03-13,"Augusta",16.024,16.867,19.733
"6610",2019-03-13,"Baltimore",10.608,11.406,13.453
"6611",2019-03-13,"Bismarck",2.034,3.588,5.136
"6612",2019-03-13,"Boise",8.499,9.602,11.9
"6613",2019-03-13,"Boston",8.747,9.388,11.524
"6614",2019-03-13,"CedarRapids",6.054,6.41,7.519
"6615",2019-03-13,"Charlotte",14.155,14.703,17.418
"6616",2019-03-13,"Chattanooga",13.544,14.974,17.659
"6617",2019-03-13,"Cheyenne",6.303,6.909,8.858
"6618",2019-03-13,"Chicago",7.877,7.834,9.782
"6619",2019-03-13,"ColoradoSprings",7.72,8.683,10.755
"6620",2019-03-13,"ColumbiaSC",15.89,16.892,20.036
"6621",2019-03-13,"ColumbusOH",8.852,9.916,12.221
"6622",2019-03-13,"Concord",5.575,6.319,9.022
"6623",2019-03-13,"Concordia",9.025,9.734,11.26
"6624",2019-03-13,"CorpusChristi",21.645,22.492,24.358
"6625",2019-03-13,"DallasFortWorth",17.04,17.79,19.186
"6626",2019-03-13,"Denver",8.268,8.627,9.14
"6627",2019-03-13,"DesMoines",6.453,8.024,10.036
"6628",2019-03-13,"Detroit",7.619,8.18,10.681
"6629",2019-03-13,"DodgeCity",10.086,10.836,11.81
"6630",2019-03-13,"Dubuque",5.23,5.932,7.123
"6631",2019-03-13,"Duluth",1.275,2.627,5.157
"6632",2019-03-13,"EauClaire",3.083,4.501,5.885
"6633",2019-03-13,"Erie",7.52,8.358,11.055
"6634",2019-03-13,"Eureka",13.119,13.403,14.269
"6635",2019-03-13,"Evansville",10.79,11.666,13.3
"6636",2019-03-13,"Fargo",1.644,3.087,4.629
"6637",2019-03-13,"Flagstaff",6.506,7.534,9.43
"6638",2019-03-13,"FortSmith",13.984,14.928,16.587
"6639",2019-03-13,"Fresno",15.512,17.37,20.806
"6640",2019-03-13,"GrandJunction",8.503,8.715,10.799
"6641",2019-03-13,"GrandRapids",6.534,7.41,9.758
"6642",2019-03-13,"GreenBay",4.006,5.321,7.97
"6643",2019-03-13,"Havre",3.034,3.928,4.406
"6644",2019-03-13,"Helena",4.243,5.719,7.858
"6645",2019-03-13,"Houston",20.463,20.507,22.842
"6646",2019-03-13,"Huron",3.599,4.845,5.834
"6647",2019-03-13,"Indianapolis",8.782,9.735,11.746
"6648",2019-03-13,"Jacksonville",20.283,20.202,22.699
"6649",2019-03-13,"KansasCity",10.534,10.236,10.4
"6650",2019-03-13,"LaCrosse",4.903,6.098,8.75
"6651",2019-03-13,"Lander",4.897,5.46,6.984
"6652",2019-03-13,"Lansing",6.498,7.093,10.167
"6653",2019-03-13,"LosAngeles",19.216,19.979,21.176
"6654",2019-03-13,"Louisville",11.216,12.623,14.934
